Headline,Generated_Expression,Generation_Method,Final_Selection
"Taxas de juro baixas vão “persistir por ainda mais tempo”, diz autoridade bancária europeia
","uma comunidade no tempo
",Substitution,BERT
"Taxas de juro baixas vão “persistir por ainda mais tempo”, diz autoridade bancária europeia
","mulher bancária é casta por natureza.
",Analogy,TFIDFVectorizer
"Taxas de juro baixas vão “persistir por ainda mais tempo”, diz autoridade bancária europeia
","força bancária é a lei do psicológico.
",Analogy,BERT
"Taxas de juro baixas vão “persistir por ainda mais tempo”, diz autoridade bancária europeia
","bancária nascente que nuvens desfaz, reúne a companha que baixinho tempo nos trás.
",Comp_Vec,TFIDFVectorizer
"Taxas de juro baixas vão “persistir por ainda mais tempo”, diz autoridade bancária europeia
","força baixa é a lei do bancário.
",Comp_Vec,BERT
"Taxas de juro baixas vão “persistir por ainda mais tempo”, diz autoridade bancária europeia
","dá tempo ao tempo
",-,TFIDFVectorizer
"Taxas de juro baixas vão “persistir por ainda mais tempo”, diz autoridade bancária europeia
","se deus não defende a cidade, debalde a vigiam seus guardas.
",-,BERT
"Como vão os drones vigiar as praias?
","a conversa é como as praias.
",Substitution,TFIDFVectorizer
"Como vão os drones vigiar as praias?
","uma litoral regressa de noite sozinha a casa
",Substitution,BERT
"Como vão os drones vigiar as praias?
","todos os caminhos vão vigiar a roma.
",Analogy,TFIDFVectorizer
"Como vão os drones vigiar as praias?
","minúsculos - o vigie das formigas
",Analogy,BERT
"Como vão os drones vigiar as praias?
","a praia vigia como as cerejas.
",Comp_Vec,TFIDFVectorizer
"Como vão os drones vigiar as praias?
","vermelho nascente que pronto vigia, tempo de praia que está p'ra demora.
",Comp_Vec,BERT
"Como vão os drones vigiar as praias?
","vêm as glórias, vão-se as memórias.
",-,TFIDFVectorizer
"Como vão os drones vigiar as praias?
","de couves cruas, mulheres nuas e lautas ceias estão as sepulturas cheias.
",-,BERT
"Incentivos fiscais tentam chamar a Cabo Verde rodagem de filmes e festivais de cinema
","a história do cinema: uma rodagem
",Substitution,TFIDFVectorizer
"Incentivos fiscais tentam chamar a Cabo Verde rodagem de filmes e festivais de cinema
","o crime é a nossa produção
",Substitution,BERT
"Incentivos fiscais tentam chamar a Cabo Verde rodagem de filmes e festivais de cinema
","teatrinho festivais de cabo verde
",Analogy,TFIDFVectorizer
"Incentivos fiscais tentam chamar a Cabo Verde rodagem de filmes e festivais de cinema
","muitos comandantes participam o festival pela encosta acima.
",Analogy,BERT
"Incentivos fiscais tentam chamar a Cabo Verde rodagem de filmes e festivais de cinema
","vídeo festivais de cabo verde
",Comp_Vec,TFIDFVectorizer
"Incentivos fiscais tentam chamar a Cabo Verde rodagem de filmes e festivais de cinema
","a festival é sempre mais verde do lado do vizinho.
",Comp_Vec,BERT
"Incentivos fiscais tentam chamar a Cabo Verde rodagem de filmes e festivais de cinema
","vídeo postais de cabo verde
",-,TFIDFVectorizer
"Incentivos fiscais tentam chamar a Cabo Verde rodagem de filmes e festivais de cinema
","muitos comandantes levam o navio pela encosta acima.
",-,BERT
"Artistas lusófonos em Portugal atuam via net enquanto fazem contas à vida
","enquanto há vida há via.
",Substitution,TFIDFVectorizer
"Artistas lusófonos em Portugal atuam via net enquanto fazem contas à vida
","sininho e o tesouro feito
",Substitution,BERT
"Artistas lusófonos em Portugal atuam via net enquanto fazem contas à vida
","boas contas, fazem lusófonos amigos.
",Analogy,TFIDFVectorizer
"Artistas lusófonos em Portugal atuam via net enquanto fazem contas à vida
","mais vale ser feliz que lusófono.
",Analogy,BERT
"Artistas lusófonos em Portugal atuam via net enquanto fazem contas à vida
","lusófonas contas, fazem bons artistas.
",Comp_Vec,TFIDFVectorizer
"Artistas lusófonos em Portugal atuam via net enquanto fazem contas à vida
","a lusófona fé é uma moeda, que quase não tem curso no comércio da artista.
",Comp_Vec,BERT
"Artistas lusófonos em Portugal atuam via net enquanto fazem contas à vida
","boas contas, fazem bons amigos.
",-,TFIDFVectorizer
"Artistas lusófonos em Portugal atuam via net enquanto fazem contas à vida
","ninguém aponte as faltas alheias com o dedo sujo.
",-,BERT
"Ferro Rodrigues desafiado pelo Chega a explicar razão de ter ignorado carta sobre “presenças-fantasma” de deputados
","razão de um fantasma
",Substitution,TFIDFVectorizer
"Ferro Rodrigues desafiado pelo Chega a explicar razão de ter ignorado carta sobre “presenças-fantasma” de deputados
","cão que levou mordida de cobra tem medo de razão.
",Substitution,BERT
"Ferro Rodrigues desafiado pelo Chega a explicar razão de ter ignorado carta sobre “presenças-fantasma” de deputados
","não se fala de pereira em casa de rodrigado.
",Analogy,TFIDFVectorizer
"Ferro Rodrigues desafiado pelo Chega a explicar razão de ter ignorado carta sobre “presenças-fantasma” de deputados
","dificilmente o que marca perto da origem rodriga o lugar
",Analogy,BERT
"Ferro Rodrigues desafiado pelo Chega a explicar razão de ter ignorado carta sobre “presenças-fantasma” de deputados
","ai de quem de mim mal rodriga, pior de quem mo chega ao ferro.
",Comp_Vec,TFIDFVectorizer
"Ferro Rodrigues desafiado pelo Chega a explicar razão de ter ignorado carta sobre “presenças-fantasma” de deputados
","o ferro - rodrigar para ganhar
",Comp_Vec,BERT
"Ferro Rodrigues desafiado pelo Chega a explicar razão de ter ignorado carta sobre “presenças-fantasma” de deputados
","história de um fantasma
",-,TFIDFVectorizer
"Ferro Rodrigues desafiado pelo Chega a explicar razão de ter ignorado carta sobre “presenças-fantasma” de deputados
","cão que levou mordida de cobra tem medo de salsicha.
",-,BERT
"Presidente francês debaixo de fogo depois de reabrir parque temático gerido por amigo pessoal
","o temático de uma noite
",Substitution,TFIDFVectorizer
"Presidente francês debaixo de fogo depois de reabrir parque temático gerido por amigo pessoal
","quem a alto sode de alto atira.
",Substitution,BERT
"Presidente francês debaixo de fogo depois de reabrir parque temático gerido por amigo pessoal
","a costura de temático
",Analogy,TFIDFVectorizer
"Presidente francês debaixo de fogo depois de reabrir parque temático gerido por amigo pessoal
","um temático dia na vida de maria
",Analogy,BERT
"Presidente francês debaixo de fogo depois de reabrir parque temático gerido por amigo pessoal
","quem a temático sode de temático reabre.
",Comp_Vec,TFIDFVectorizer
"Presidente francês debaixo de fogo depois de reabrir parque temático gerido por amigo pessoal
","quem a temático sode de temático reabre.
",Comp_Vec,BERT
"Presidente francês debaixo de fogo depois de reabrir parque temático gerido por amigo pessoal
","o parque de diversões
",-,TFIDFVectorizer
"Presidente francês debaixo de fogo depois de reabrir parque temático gerido por amigo pessoal
","vaticano: o rosto oculto do estado mais pequeno do mundo
",-,BERT
"Pedro Proença e os jogos em sinal aberto: “Injetar dinheiro nos generalistas para comprar conteúdos aos operadores”
","os jogos estão a chegar
",Substitution,TFIDFVectorizer
"Pedro Proença e os jogos em sinal aberto: “Injetar dinheiro nos generalistas para comprar conteúdos aos operadores”
","golpe de mensagem: um conto de natal
",Substitution,BERT
"Pedro Proença e os jogos em sinal aberto: “Injetar dinheiro nos generalistas para comprar conteúdos aos operadores”
","quem pedra quer comprar.
",Analogy,TFIDFVectorizer
"Pedro Proença e os jogos em sinal aberto: “Injetar dinheiro nos generalistas para comprar conteúdos aos operadores”
","tem a palavra a pedre
",Analogy,BERT
"Pedro Proença e os jogos em sinal aberto: “Injetar dinheiro nos generalistas para comprar conteúdos aos operadores”
","dinheiro não pedra nas conteúdas.
",Comp_Vec,TFIDFVectorizer
"Pedro Proença e os jogos em sinal aberto: “Injetar dinheiro nos generalistas para comprar conteúdos aos operadores”
","pedra com o conteúdo
",Comp_Vec,BERT
"Pedro Proença e os jogos em sinal aberto: “Injetar dinheiro nos generalistas para comprar conteúdos aos operadores”
","não sou o pedro
",-,TFIDFVectorizer
"Pedro Proença e os jogos em sinal aberto: “Injetar dinheiro nos generalistas para comprar conteúdos aos operadores”
","de couves cruas, mulheres nuas e lautas ceias estão as sepulturas cheias.
",-,BERT
"Especialistas defendem que união fiscal é chave para a união política europeia
","a união faz a união.
",Substitution,TFIDFVectorizer
"Especialistas defendem que união fiscal é chave para a união política europeia
","o país mais sexy do mundo
",Substitution,BERT
"Especialistas defendem que união fiscal é chave para a união política europeia
","a união faz a chave.
",Analogy,TFIDFVectorizer
"Especialistas defendem que união fiscal é chave para a união política europeia
","se derrota conhecer o vilão, põe-lhe uma vara na mão.
",Analogy,BERT
"Especialistas defendem que união fiscal é chave para a união política europeia
","união para todo o serviço
",Comp_Vec,TFIDFVectorizer
"Especialistas defendem que união fiscal é chave para a união política europeia
","a união com todos os dons
",Comp_Vec,BERT
"Especialistas defendem que união fiscal é chave para a união política europeia
","a união faz a força.
",-,TFIDFVectorizer
"Especialistas defendem que união fiscal é chave para a união política europeia
","as multidões sempre estão nos extremos, quando não tremem, ameaçam.
",-,BERT
"Microsoft alerta utilizadores para esquema de fraudes via email
","outro filme de esquema
",Substitution,TFIDFVectorizer
"Microsoft alerta utilizadores para esquema de fraudes via email
","o imprimir da fera
",Substitution,BERT
"Microsoft alerta utilizadores para esquema de fraudes via email
","no email da via láctea
",Analogy,TFIDFVectorizer
"Microsoft alerta utilizadores para esquema de fraudes via email
","uma acção em email
",Analogy,BERT
"Microsoft alerta utilizadores para esquema de fraudes via email
","a aversão é para o email, o que a utilizadora é para o espírito.
",Comp_Vec,TFIDFVectorizer
"Microsoft alerta utilizadores para esquema de fraudes via email
","outras cartas ou o utilizador inventado
",Comp_Vec,BERT
"Microsoft alerta utilizadores para esquema de fraudes via email
","no laboratório da via láctea
",-,TFIDFVectorizer
"Microsoft alerta utilizadores para esquema de fraudes via email
","da rua os tipos maus
",-,BERT
"Saiba como funciona o regime temporário e excecional relativo aos contratos de seguro
","o prevenido funciona seguro.
",Substitution,TFIDFVectorizer
"Saiba como funciona o regime temporário e excecional relativo aos contratos de seguro
","a garantia é a última a morrer.
",Substitution,BERT
"Saiba como funciona o regime temporário e excecional relativo aos contratos de seguro
","arte de ser temporário
",Analogy,TFIDFVectorizer
"Saiba como funciona o regime temporário e excecional relativo aos contratos de seguro
","uma temporária zona de turbulência
",Analogy,BERT
"Saiba como funciona o regime temporário e excecional relativo aos contratos de seguro
","chega-te aos bons, saberás como eles, chega-te aos maus, saberás pior do que eles.
",Comp_Vec,TFIDFVectorizer
"Saiba como funciona o regime temporário e excecional relativo aos contratos de seguro
","sabe o temporário pelo pecador.
",Comp_Vec,BERT
"Saiba como funciona o regime temporário e excecional relativo aos contratos de seguro
","o seguro de vida
",-,TFIDFVectorizer
"Saiba como funciona o regime temporário e excecional relativo aos contratos de seguro
","o lugar que se mantém profundamente inalterado perante a minha passagem circunstancial ou uma maneira de nos vermos dentro do fora de campo
",-,BERT
"Clubes noturnos na China já começaram a abrir com máscaras e desinfetante
","não desespera quem já nada espera, porque já não tem máscaras.
",Substitution,TFIDFVectorizer
"Clubes noturnos na China já começaram a abrir com máscaras e desinfetante
","quem vai ao mar passa o lugar.
",Substitution,BERT
"Clubes noturnos na China já começaram a abrir com máscaras e desinfetante
","agora, já a máscara usa na bóia.
",Analogy,TFIDFVectorizer
"Clubes noturnos na China já começaram a abrir com máscaras e desinfetante
","máscara ao meu avô
",Analogy,BERT
"Clubes noturnos na China já começaram a abrir com máscaras e desinfetante
","cada um começa as máscaras com que se cose.
",Comp_Vec,TFIDFVectorizer
"Clubes noturnos na China já começaram a abrir com máscaras e desinfetante
","alentejanos, algarvios e cães de caça, começa tudo da mesma raça.
",Comp_Vec,BERT
"Clubes noturnos na China já começaram a abrir com máscaras e desinfetante
","as duas máscaras do justiceiro
",-,TFIDFVectorizer
"Clubes noturnos na China já começaram a abrir com máscaras e desinfetante
","de couves cruas, mulheres nuas e lautas ceias estão as sepulturas cheias.
",-,BERT
"Equipas ensaiam novas normas a pensar na Volta
","a pensar volta um burro.
",Substitution,TFIDFVectorizer
"Equipas ensaiam novas normas a pensar na Volta
","brigas de namorados, amores restantes.
",Substitution,BERT
"Equipas ensaiam novas normas a pensar na Volta
","a pensar ensaia um burro.
",Analogy,TFIDFVectorizer
"Equipas ensaiam novas normas a pensar na Volta
","esta divergência ainda ensaia
",Analogy,BERT
"Equipas ensaiam novas normas a pensar na Volta
","na norma ensaia o perigo.
",Comp_Vec,TFIDFVectorizer
"Equipas ensaiam novas normas a pensar na Volta
","não ensaie o sapateiro além da canela.
",Comp_Vec,BERT
"Equipas ensaiam novas normas a pensar na Volta
","de volta a casa
",-,TFIDFVectorizer
"Equipas ensaiam novas normas a pensar na Volta
","nunca as minhas mãos ficam vazias
",-,BERT
"Chefe da diplomacia europeia pede estratégia mais robusta com a China
","chefe - república popular da china
",Substitution,TFIDFVectorizer
"Chefe da diplomacia europeia pede estratégia mais robusta com a China
","boa romaria faz, quem em casa reclama em paz.
",Substitution,BERT
"Chefe da diplomacia europeia pede estratégia mais robusta com a China
","macau - república robusta da china
",Analogy,TFIDFVectorizer
"Chefe da diplomacia europeia pede estratégia mais robusta com a China
","responsivos e conversas robustas
",Analogy,BERT
"Chefe da diplomacia europeia pede estratégia mais robusta com a China
","coube sempre o robusta quinhão, a quem mais diplomacia teve, e não razão.
",Comp_Vec,TFIDFVectorizer
"Chefe da diplomacia europeia pede estratégia mais robusta com a China
","força robusta é a diplomacia do bruto.
",Comp_Vec,BERT
"Chefe da diplomacia europeia pede estratégia mais robusta com a China
","macau - república popular da china
",-,TFIDFVectorizer
"Chefe da diplomacia europeia pede estratégia mais robusta com a China
","muitos comandantes levam o navio pela encosta acima.
",-,BERT
"Procurador russo pede 18 anos de prisão para norte-americano acusado de espionagem
","duas décadas de prisão
",Substitution,TFIDFVectorizer
"Procurador russo pede 18 anos de prisão para norte-americano acusado de espionagem
","quem tem telhado de vidro não atira detenções ao do vizinho.
",Substitution,BERT
"Procurador russo pede 18 anos de prisão para norte-americano acusado de espionagem
","cada pessoa pede para o seu espionagem.
",Analogy,TFIDFVectorizer
"Procurador russo pede 18 anos de prisão para norte-americano acusado de espionagem
","piranhas - os meninos da abrangência
",Analogy,BERT
"Procurador russo pede 18 anos de prisão para norte-americano acusado de espionagem
","duas procuradeiras de prisão
",Comp_Vec,TFIDFVectorizer
"Procurador russo pede 18 anos de prisão para norte-americano acusado de espionagem
","quem come e guarda, duas vezes põe a procuradeira.
",Comp_Vec,BERT
"Procurador russo pede 18 anos de prisão para norte-americano acusado de espionagem
","duas histórias de prisão
",-,TFIDFVectorizer
"Procurador russo pede 18 anos de prisão para norte-americano acusado de espionagem
","quem tem telhado de vidro não atira pedras ao do vizinho.
",-,BERT
"Sismo surpreende primeira-ministra neozelandesa durante entrevista
","uma entrevista de tremores
",Substitution,TFIDFVectorizer
"Sismo surpreende primeira-ministra neozelandesa durante entrevista
","a abelha não afirma chumbo.
",Substitution,BERT
"Sismo surpreende primeira-ministra neozelandesa durante entrevista
","surpreende sempre uma primeira vez
",Analogy,TFIDFVectorizer
"Sismo surpreende primeira-ministra neozelandesa durante entrevista
","se surpreenderes a ser rico, não te surpreendas de que foste pobre.
",Analogy,BERT
"Sismo surpreende primeira-ministra neozelandesa durante entrevista
","um sismo surpreende um sismo
",Comp_Vec,TFIDFVectorizer
"Sismo surpreende primeira-ministra neozelandesa durante entrevista
","sismo, se o surpreendeste, come o que baste.
",Comp_Vec,BERT
"Sismo surpreende primeira-ministra neozelandesa durante entrevista
","uma entrevista de loucos
",-,TFIDFVectorizer
"Sismo surpreende primeira-ministra neozelandesa durante entrevista
","arte xávega - o chamamento do mar
",-,BERT
"Mais de 1.500 camas dos hospitais do SNS ocupadas por pessoas que já tiveram alta
","natal dos hospitais - mulher
",Substitution,TFIDFVectorizer
"Mais de 1.500 camas dos hospitais do SNS ocupadas por pessoas que já tiveram alta
","zangas de namorados, exemplos dobrados.
",Substitution,BERT
"Mais de 1.500 camas dos hospitais do SNS ocupadas por pessoas que já tiveram alta
","não há nada, por mais ocupadíssimo que seja, que não fosse já novo.
",Analogy,TFIDFVectorizer
"Mais de 1.500 camas dos hospitais do SNS ocupadas por pessoas que já tiveram alta
","construído de um banana: uma ocupada viagem
",Analogy,BERT
"Mais de 1.500 camas dos hospitais do SNS ocupadas por pessoas que já tiveram alta
","de couves ocupadas, mulheres nuas e lautas ceias estão as sepulturas camas.
",Comp_Vec,TFIDFVectorizer
"Mais de 1.500 camas dos hospitais do SNS ocupadas por pessoas que já tiveram alta
","não há livro tão ruim, que não tenha alguma cama boa.
",Comp_Vec,BERT
"Mais de 1.500 camas dos hospitais do SNS ocupadas por pessoas que já tiveram alta
","natal dos hospitais - lisboa
",-,TFIDFVectorizer
"Mais de 1.500 camas dos hospitais do SNS ocupadas por pessoas que já tiveram alta
","de couves cruas, mulheres nuas e lautas ceias estão as sepulturas cheias.
",-,BERT
"Conselheiro de Boris Johnson viajou mais de 400 quilómetros durante o recolhimento obrigatório
","obrigatório de uma criada de quarto
",Substitution,TFIDFVectorizer
"Conselheiro de Boris Johnson viajou mais de 400 quilómetros durante o recolhimento obrigatório
","mais um dia gratuito
",Substitution,BERT
"Conselheiro de Boris Johnson viajou mais de 400 quilómetros durante o recolhimento obrigatório
","mais um recolhimento obrigatório
",Analogy,TFIDFVectorizer
"Conselheiro de Boris Johnson viajou mais de 400 quilómetros durante o recolhimento obrigatório
","as entranhas do recolhimento
",Analogy,BERT
"Conselheiro de Boris Johnson viajou mais de 400 quilómetros durante o recolhimento obrigatório
","mais vale viajar rabo de pescada que cabeça de sardinha.
",Comp_Vec,TFIDFVectorizer
"Conselheiro de Boris Johnson viajou mais de 400 quilómetros durante o recolhimento obrigatório
","se viaja conhecer o vilão, põe-lhe uma vara na mão.
",Comp_Vec,BERT
"Conselheiro de Boris Johnson viajou mais de 400 quilómetros durante o recolhimento obrigatório
","se queres bom conselheiro, consulta o travesseiro.
",-,TFIDFVectorizer
"Conselheiro de Boris Johnson viajou mais de 400 quilómetros durante o recolhimento obrigatório
","o bibliotecário: a maldição do cálice de judas
",-,BERT
"Cobra resgatada pela PSP de amortecedor de um carro em Matosinhos
","motorista mordido de cobra, tem medo de lingüiça.
",Substitution,TFIDFVectorizer
"Cobra resgatada pela PSP de amortecedor de um carro em Matosinhos
","a motorista da felicidade
",Substitution,BERT
"Cobra resgatada pela PSP de amortecedor de um carro em Matosinhos
","um crime muito resgatada
",Analogy,TFIDFVectorizer
"Cobra resgatada pela PSP de amortecedor de um carro em Matosinhos
","até ao resgatado combate
",Analogy,BERT
"Cobra resgatada pela PSP de amortecedor de um carro em Matosinhos
","um amortecedor muito resgatada
",Comp_Vec,TFIDFVectorizer
"Cobra resgatada pela PSP de amortecedor de um carro em Matosinhos
","o amortecedor é resgatado!
",Comp_Vec,BERT
"Cobra resgatada pela PSP de amortecedor de um carro em Matosinhos
","cachorro mordido de cobra, tem medo de lingüiça.
",-,TFIDFVectorizer
"Cobra resgatada pela PSP de amortecedor de um carro em Matosinhos
","brilhante nascente que nuvens desfaz, reúne a companha que bom tempo nos trás.
",-,BERT
"PR promulga diplomas que prolongam apoios às rendas e proíbem suspensão de água e luz
","às três é de água.
",Substitution,TFIDFVectorizer
"PR promulga diplomas que prolongam apoios às rendas e proíbem suspensão de água e luz
","chama e verás, trabalha e terás.
",Substitution,BERT
"PR promulga diplomas que prolongam apoios às rendas e proíbem suspensão de água e luz
","às três promulga de vez.
",Analogy,TFIDFVectorizer
"PR promulga diplomas que prolongam apoios às rendas e proíbem suspensão de água e luz
","veta que promulga, mas não promulga
",Analogy,BERT
"PR promulga diplomas que prolongam apoios às rendas e proíbem suspensão de água e luz
","água promulga, água proíbe.
",Comp_Vec,TFIDFVectorizer
"PR promulga diplomas que prolongam apoios às rendas e proíbem suspensão de água e luz
","em promulgo toda a fruta proíbe gosto.
",Comp_Vec,BERT
"PR promulga diplomas que prolongam apoios às rendas e proíbem suspensão de água e luz
","às três é de vez.
",-,TFIDFVectorizer
"PR promulga diplomas que prolongam apoios às rendas e proíbem suspensão de água e luz
","é mais abjecto que o miserável, quem lhe insulta a desgraça.
",-,BERT
"Autocaravanas invadem estacionamentos das praias no litoral alentejano
","o despertar das praias
",Substitution,TFIDFVectorizer
"Autocaravanas invadem estacionamentos das praias no litoral alentejano
","o norte e o peão
",Substitution,BERT
"Autocaravanas invadem estacionamentos das praias no litoral alentejano
","morte no estacionamento das bruxas
",Analogy,TFIDFVectorizer
"Autocaravanas invadem estacionamentos das praias no litoral alentejano
","o estacionamento da vida
",Analogy,BERT
"Autocaravanas invadem estacionamentos das praias no litoral alentejano
","nem todos os estacionamentos invadem bispos.
",Comp_Vec,TFIDFVectorizer
"Autocaravanas invadem estacionamentos das praias no litoral alentejano
","não invadas o estacionamento, senão a que o pedir.
",Comp_Vec,BERT
"Autocaravanas invadem estacionamentos das praias no litoral alentejano
","morte no dia das bruxas
",-,TFIDFVectorizer
"Autocaravanas invadem estacionamentos das praias no litoral alentejano
","muitos comandantes levam o navio pela encosta acima.
",-,BERT
"Quebra de preços no peixe preocupa os pescadores
","sorte no jogo, peixe no amor.
",Substitution,TFIDFVectorizer
"Quebra de preços no peixe preocupa os pescadores
","da série preocupada: convergente
",Substitution,BERT
"Quebra de preços no peixe preocupa os pescadores
","filho de peixe sabe preocupar.
",Analogy,TFIDFVectorizer
"Quebra de preços no peixe preocupa os pescadores
","preocupa as causas, quem se sabe dos efeitos.
",Analogy,BERT
"Quebra de preços no peixe preocupa os pescadores
","pescador de peixe sabe preocupar.
",Comp_Vec,TFIDFVectorizer
"Quebra de preços no peixe preocupa os pescadores
","a aversão preocupa para o coração, o que a prevenção preocupa para o pescador.
",Comp_Vec,BERT
"Quebra de preços no peixe preocupa os pescadores
","a festa dos preços
",-,TFIDFVectorizer
"Quebra de preços no peixe preocupa os pescadores
","do carvão aos resíduos: o regresso a são pedro da cova
",-,BERT
"Cinemas: distribuidores querem adiar reabertura das salas um mês
","o homem das salas
",Substitution,TFIDFVectorizer
"Cinemas: distribuidores querem adiar reabertura das salas um mês
","língua maia, mentira maior.
",Substitution,BERT
"Cinemas: distribuidores querem adiar reabertura das salas um mês
","muitos distribuidores tem o mês
",Analogy,TFIDFVectorizer
"Cinemas: distribuidores querem adiar reabertura das salas um mês
","o cliente e a mulher conhecem-se pelo distribuidor.
",Analogy,BERT
"Cinemas: distribuidores querem adiar reabertura das salas um mês
","aquela cinemas do mês
",Comp_Vec,TFIDFVectorizer
"Cinemas: distribuidores querem adiar reabertura das salas um mês
","o falcão cinema de amendoim
",Comp_Vec,BERT
"Cinemas: distribuidores querem adiar reabertura das salas um mês
","o que as mulheres querem
",-,TFIDFVectorizer
"Cinemas: distribuidores querem adiar reabertura das salas um mês
","de couves cruas, mulheres nuas e lautas ceias estão as sepulturas cheias.
",-,BERT
"Filhos na creche? Teremos que nos habituar a conviver com o risco
","brilhante nascente que nuvens desfaz, reúne a creche que bom tempo nos trás.
",Substitution,TFIDFVectorizer
"Filhos na creche? Teremos que nos habituar a conviver com o risco
","vezes da vida na terra
",Substitution,BERT
"Filhos na creche? Teremos que nos habituar a conviver com o risco
","até que a vida nos habitue
",Analogy,TFIDFVectorizer
"Filhos na creche? Teremos que nos habituar a conviver com o risco
","habitua comigo como a chuva
",Analogy,BERT
"Filhos na creche? Teremos que nos habituar a conviver com o risco
","brilhante nascente que nuvens habitua, reúne a creche que bom tempo nos trás.
",Comp_Vec,TFIDFVectorizer
"Filhos na creche? Teremos que nos habituar a conviver com o risco
","não habitua sempre na creche de cada um o ser feliz, mas habitua o merece-lo.
",Comp_Vec,BERT
"Filhos na creche? Teremos que nos habituar a conviver com o risco
","os filhos da noite
",-,TFIDFVectorizer
"Filhos na creche? Teremos que nos habituar a conviver com o risco
","não morde a abelha, senão a quem trata com ela.
",-,BERT
"Máquinas de café que são obras de arte – para ajudar os artistas
","a arte de ajudar
",Substitution,TFIDFVectorizer
"Máquinas de café que são obras de arte – para ajudar os artistas
","o dia do músico
",Substitution,BERT
"Máquinas de café que são obras de arte – para ajudar os artistas
","as máquinas de plantação
",Analogy,TFIDFVectorizer
"Máquinas de café que são obras de arte – para ajudar os artistas
","vê-se pela festa quem vai na carruagem.
",Analogy,BERT
"Máquinas de café que são obras de arte – para ajudar os artistas
","de máquina todos os cafés são pardos
",Comp_Vec,TFIDFVectorizer
"Máquinas de café que são obras de arte – para ajudar os artistas
","de médico, de café e de louco todos temos um pouco.
",Comp_Vec,BERT
"Máquinas de café que são obras de arte – para ajudar os artistas
","as máquinas de maria
",-,TFIDFVectorizer
"Máquinas de café que são obras de arte – para ajudar os artistas
","velhos são os trapos.
",-,BERT
"Austrália Ocidental enfrenta a pior tempestade desde há quase uma década
","a década do mundo ocidental
",Substitution,TFIDFVectorizer
"Austrália Ocidental enfrenta a pior tempestade desde há quase uma década
","voz do povo é voz de século.
",Substitution,BERT
"Austrália Ocidental enfrenta a pior tempestade desde há quase uma década
","a tempestade do mundo ocidental
",Analogy,TFIDFVectorizer
"Austrália Ocidental enfrenta a pior tempestade desde há quase uma década
","uma tempestade de ciclone
",Analogy,BERT
"Austrália Ocidental enfrenta a pior tempestade desde há quase uma década
","tempestade só enfrenta uma.
",Comp_Vec,TFIDFVectorizer
"Austrália Ocidental enfrenta a pior tempestade desde há quase uma década
","a maior tempestade é aquela que enfrenta da preguiça.
",Comp_Vec,BERT
"Austrália Ocidental enfrenta a pior tempestade desde há quase uma década
","o coração da tempestade
",-,TFIDFVectorizer
"Austrália Ocidental enfrenta a pior tempestade desde há quase uma década
","muitos comandantes levam o navio pela encosta acima.
",-,BERT
"Recursos para 2020 esgotavam-se na segunda-feira se todos vivessem como os portugueses
","os recursos do dia
",Substitution,TFIDFVectorizer
"Recursos para 2020 esgotavam-se na segunda-feira se todos vivessem como os portugueses
","aos espanhóis da inveja todo o sucesso é crime.
",Substitution,BERT
"Recursos para 2020 esgotavam-se na segunda-feira se todos vivessem como os portugueses
","o sol vive para todos, e a sombra para poucos.
",Analogy,TFIDFVectorizer
"Recursos para 2020 esgotavam-se na segunda-feira se todos vivessem como os portugueses
","muito vive a quem não age.
",Analogy,BERT
"Recursos para 2020 esgotavam-se na segunda-feira se todos vivessem como os portugueses
","o recurso vive para todos, e a sombra para poucos.
",Comp_Vec,TFIDFVectorizer
"Recursos para 2020 esgotavam-se na segunda-feira se todos vivessem como os portugueses
","quer viva quer não viva o burro há-de ir à feira.
",Comp_Vec,BERT
"Recursos para 2020 esgotavam-se na segunda-feira se todos vivessem como os portugueses
","um homem de recursos
",-,TFIDFVectorizer
"Recursos para 2020 esgotavam-se na segunda-feira se todos vivessem como os portugueses
","os tímidos roubam-se a si mesmo.
",-,BERT
"Polícia em Hong Kong dispara gás lacrimogéneo sobre centenas de manifestantes
","em tempo de guerra não se limpam centenas.
",Substitution,TFIDFVectorizer
"Polícia em Hong Kong dispara gás lacrimogéneo sobre centenas de manifestantes
","protesta a malícia onde falta a polícia.
",Substitution,BERT
"Polícia em Hong Kong dispara gás lacrimogéneo sobre centenas de manifestantes
","de boas intenções está o gás lacrimogéneo.
",Analogy,TFIDFVectorizer
"Polícia em Hong Kong dispara gás lacrimogéneo sobre centenas de manifestantes
","eis o lacrimogéneo mundo em rede
",Analogy,BERT
"Polícia em Hong Kong dispara gás lacrimogéneo sobre centenas de manifestantes
","como se dispare o lacrimogéneo
",Comp_Vec,TFIDFVectorizer
"Polícia em Hong Kong dispara gás lacrimogéneo sobre centenas de manifestantes
","de lacrimogéneas intenções dispara o inferno cheio.
",Comp_Vec,BERT
"Polícia em Hong Kong dispara gás lacrimogéneo sobre centenas de manifestantes
","sobre tudo sobre nada
",-,TFIDFVectorizer
"Polícia em Hong Kong dispara gás lacrimogéneo sobre centenas de manifestantes
","a ignorância da lei não desculpa a ninguém.
",-,BERT
"Ia dar a volta ao mundo, mas o vírus atirou-o para uma aldeia em Trás-os-Montes
","se ao vale a aldeia baixar, vai para o mar. mas se p'los montes se atrasa, fica em casa.
",Substitution,TFIDFVectorizer
